name,header_url,city,county,postal_cod,latitude,longitude,FORMAL_EN,POP_EST,POP_YEAR,GDP_YEAR,ECONOMY,INCOME_GRP,CONTINENT,REGION_UN,SUBREGION,icon_url
FabLab Vologda,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/57/35/fdecae1a-83c2-45df-8024-f66abe1baa27/FabLab Vologda.jpg,???????,??????,"160032",59.188299000000001,39.907243000000001,Russian Federation,"142257519","2017","2016",3. Emerging region: BRIC,3. Upper middle income,Europe,Europe,Eastern Europe,./0.png
FABLAB Porto -OPO LAB,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/46/59/d17ae1c7-14c8-42b4-95f2-8a3cc890c00b/OPO LAB.jpg,Porto,Porto District,4000-303,41.152310900000003,-8.602410900000002,Portuguese Republic,"10839514","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Fab Lab Sud31-Val d'Ari�ge,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/57/39/748305e4-90de-4237-8e5e-d2f5e818daa9/Fab Lab Sud31-Val d'Ari�ge.jpg,Cintegabelle,,"31550",43.313836000000002,1.531921199999940,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FabLab Saga,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/57/41/3211e679-5c22-4290-954f-6164d8904c84/FabLab Saga.jpg,Saga,Saga,"8400824",33.253882599999997,130.303480799999988,Japan,"126451398","2017","2016",1. Developed region: G7,1. High income: OECD,Asia,Asia,Eastern Asia,
BABY LAB,,Abidjan,,"225",5.418889000000000,-4.020555999999940,Republic of Ivory Coast,"24184810","2017","2016",6. Developing region,4. Lower middle income,Africa,Africa,Western Africa,
Diamond Age Solutions,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/57/42/0bee92e2-2c7d-4fa8-9b70-cb3b1eec39be/Diamond Age Solutions.jpg,Auckland,North Island,"0610",-36.865426434292402,174.632294219048987,New Zealand,"4510327","2017","2016",2. Developed region: nonG7,1. High income: OECD,Oceania,Oceania,Australia and New Zealand,
"""Experimentarium1502 MPEI"" (Fab Lab)","http://fablabs.io.s3.amazonaws.com/2017/01/28/13/47/00/652943c9-6da9-4288-b7a7-26e5409a5511/""Experimentarium1502 MPEI"" (Fab Lab).jpg",Moscow,Moscow,"111555",55.760683000000000,37.830382999999998,Russian Federation,"142257519","2017","2016",3. Emerging region: BRIC,3. Upper middle income,Europe,Europe,Eastern Europe,./0.png
FabFarm,,D�sseldorf,NRW,"40468",51.267391095823299,6.792767504907260,Federal Republic of Germany,"80594017","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Aurora Public Library Fab Lab,,Aurora,Illinois,"60505",41.756124000000000,-88.317310000000006,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
FabLab+ (Antwerpen),,Antwerpen,Antwerp,"2000",51.218964600000000,4.408352799999990,Kingdom of Belgium,"11491346","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Confluence Fablab,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/57/47/af27fb0b-18aa-44c2-be75-034197a25bdb/Confluence Fablab.jpg,Edwardsville,Illinois,"62025",38.806278100000000,-89.949940999999995,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
WREN Works Maker Studio,,Berlin,New Hampshire,"03570",44.469036899999999,-71.181812699999995,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Stebbins High School Fab Lab,,Dayton,Ohio,"45424",39.795920299999999,-84.127179100000006,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Texnosphera,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/57/54/e3458b44-d536-4718-aa0d-f0709724e63f/Texnosphera.jpg,????????,??????????? ???????,"650043",61.524009999999997,105.318755999999993,Russian Federation,"142257519","2017","2016",3. Emerging region: BRIC,3. Upper middle income,Europe,Europe,Eastern Europe,./0.png
Fab Lab Moscow,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/47/04/9dc6a3ed-9d70-4d51-b86b-aad51384de53/Fab Lab Moscow.jpg,Moscow,Moscow,"117623",55.729895999999997,37.609701999999999,Russian Federation,"142257519","2017","2016",3. Emerging region: BRIC,3. Upper middle income,Europe,Europe,Eastern Europe,./0.png
Fab Lab Oaxaca,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/45/59/2b103005-a221-4a8b-8809-4e25e87f12fe/Fab Lab Oaxaca.jpg,Oaxaca,Oaxaca,"68045",17.079907928776500,-96.726984207409700,United Mexican States,"124574795","2017","2016",4. Emerging region: MIKT,3. Upper middle income,North America,Americas,Central America,
FABLAB Rieti,,Rieti,,"02100",42.415672100000002,12.854702300000000,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Fab Lab Nu,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/57/58/1149c62a-5aca-47d2-b076-92c314263588/Fab Lab Nu.jpg,Zona Industriale Prato Sardo,Italy,"08100",40.325368300000001,9.263854499999979,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
FabLabPoloNET,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/58/02/911af580-a551-408e-98b2-49a0113531cf/FabLabPoloNET.jpg,Reggio Calabria,italy,"89100",38.184266989504103,15.657977320715300,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Fablab Pisa,,Pisa,Italy,"56122",43.720639599999998,10.389291399999999,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Bellingham Makerspace,,Bellingham,Washington,"98226",48.785166821043198,-122.491296360326999,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
"The Foundry; Bellingham","http://fablabs.io.s3.amazonaws.com/2017/01/28/13/58/04/c3135650-ca67-4196-a4da-84e849c8359e/The Foundry; Bellingham .jpg",Bellingham,Washington,"98225",48.750543299999997,-122.472675699999996,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
1Bacteria Fab Lab,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/58/07/bdd692ab-ede6-4555-a44c-5e1ff34942e8/1Bacteria Fab Lab.jpg,Quito,"Quito, Pichincha, Ecuador","170517",-0.207682700000000,-78.492018599999994,Republic of Ecuador,"16290913","2017","2016",6. Developing region,3. Upper middle income,South America,Americas,South America,
Fab Lab Atlantic,,Charlottetown,Prince Edward Island,C1A 4P3,46.258289300000001,-63.140830299999998,Canada,"35623680","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Fab Lab Arabia,,Jeddah,Makkah Province,,21.532874100000001,39.193552300000000,Kingdom of Saudi Arabia,"28571770","2017","2016",2. Developed region: nonG7,2. High income: nonOECD,Asia,Asia,Western Asia,
Fab Lab Pembrokeshire,,Pembroke Dock,Pembrokeshire,SA72 6UN,51.700922900000002,-4.925986700000070,United Kingdom of Great Britain and Northern Ireland,"64769452","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Northern Europe,./0.png
Fab Lab Mobile,,Les Ulis,,"91940",48.681395899999998,2.171057400000000,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Chicago Innovation Exchange Fab Lab,,Chicago,IL,"60615",41.799358200000000,-87.589461000000000,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
EnCube Labs,,Gandhinagar,Gujarat,"382421",23.019631799999999,72.553458099999901,Republic of India,"1281935911","2017","2016",3. Emerging region: BRIC,4. Lower middle income,Asia,Asia,Southern Asia,
FabLab L�nen,http://fablabs.io.s3.amazonaws.com/2017/11/14/15/11/45/743f3274-03a2-40dc-8c85-9dc2084b1577/FabLab2017.JPG,L�nen,NRW,"44534",51.591224300000000,7.548007099999950,Federal Republic of Germany,"80594017","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FabLab of ITMO University,,?????-?????????,,,59.934280200000003,30.335098599999998,Russian Federation,"142257519","2017","2016",3. Emerging region: BRIC,3. Upper middle income,Europe,Europe,Eastern Europe,./0.png
RiiDL,http://fablabs.io.s3.amazonaws.com/2018/04/18/13/41/51/a5c49589-67c8-4f8b-91b3-2ef2b98d572f/000fablab.jpg,Mumbai,Maharashtra,"400077",19.072673999999999,72.900698899999995,Republic of India,"1281935911","2017","2016",3. Emerging region: BRIC,4. Lower middle income,Asia,Asia,Southern Asia,
MAKLAB,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/47/05/365bf569-b628-448f-b8d7-c7123bc9ea65/MAKLAB.jpg,Glasgow,Lanarkshire,G3 6UJ,55.866888299999999,-4.270742400000020,United Kingdom of Great Britain and Northern Ireland,"64769452","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Northern Europe,./0.png
Fab Lab N2,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/58/14/5f319116-45a5-4680-b75e-d9de0e8a0c03/Fab Lab N2.jpg,Riyadh,,,24.775804500000000,46.660123700000000,Kingdom of Saudi Arabia,"28571770","2017","2016",2. Developed region: nonG7,2. High income: nonOECD,Asia,Asia,Western Asia,
Fab Lab Maker Hub,http://fablabs.io.s3.amazonaws.com/2021/04/26/11/01/59/0c3bb2a7-2d12-49cd-9d2b-cd8a127289d3/FLMH_Logo_600px_200px.png,Manorhamilton,Leitrim,F91 A2N7,54.245858475705397,-8.293216642687980,Ireland,"5011102","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Northern Europe,./0.png
WitLab,,Rovereto,Trento,"38068",45.883867299999999,11.021245100000000,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Utopiawerkstadt,,Wuppertal,NRW,"42105",51.266872499999998,7.145386899999950,Federal Republic of Germany,"80594017","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Fab Lab XH,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/58/17/526cb478-fc4d-472f-a0ae-0c489c10fd0d/Fab Lab XH.jpg,Dongguan,Guangdong  China,"523133",23.056231000000000,113.578778000000000,People's Republic of China,"1379302771","2017","2016",3. Emerging region: BRIC,3. Upper middle income,Asia,Asia,Eastern Asia,
La Fruiti�re Num�rique,,Lourmarin,Vaucluse,"84160",43.763477000000002,5.362581999999970,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FabLab UAE School,,Dubai,Dubai,,25.276606300000001,55.342779499999999,United Arab Emirates,"6072475","2017","2016",6. Developing region,2. High income: nonOECD,Asia,Asia,Western Asia,
FabLab Genk,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/45/50/ef8f92f6-d941-4f20-b347-8fd9b909582f/FabLab Genk.jpg,Genk,Flanders,"3600",50.982495399999998,5.480810099999990,Kingdom of Belgium,"11491346","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
fabLAB Asturias,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/47/09/85d44d2b-ff39-4830-bb8f-e55884df972b/fabLAB Asturias.jpg,Gij�n,Principality of Asturias,"33394",43.524300217660098,-5.612054194720490,Kingdom of Spain,"48958159","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Fablab �voraTech,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/58/19/7095a4c7-1035-4fb0-b8dd-71a363209ec3/Fablab �voraTech.jpg,�vora,Alentejo,7005-841,38.547536800000003,-7.910692600000000,Portuguese Republic,"10839514","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Fablab UAE Van,,Dubai,Dubai,Dubai,25.218697400000000,55.269396200000102,United Arab Emirates,"6072475","2017","2016",6. Developing region,2. High income: nonOECD,Asia,Asia,Western Asia,
Fab Lab CUBACT,,Sassari,Sardinia,"07100",40.713240562383099,8.556719487171900,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
BC3 FAB LAB BUTLER,,Butler,PA,"16003",40.826436999999999,-79.911643999999995,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Bellingham High School Tech Lab,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/58/21/71731297-20ea-410b-aeea-560a28de728b/Bellingham High School Tech Lab.jpg,Bellingham,,"98225",48.756523100000003,-122.473424399999999,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Fab Lab UANL,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/58/25/b92f1879-0296-4dae-8fff-198bc262b9d1/Fab Lab UANL.jpg,San Nicol�s de los Garza,Nuevo Leon,"66400",25.725818300000000,-100.311132099999995,United Mexican States,"124574795","2017","2016",4. Emerging region: MIKT,3. Upper middle income,North America,Americas,Central America,
YOUFACTORY,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/58/26/03eb9034-bbea-42f2-9e29-24f879d8318d/YOUFACTORY.jpg,Villeurbanne,,"69100",45.758282800000003,4.898163399999930,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
/dev/tal e.V.,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/58/29/263a1fe7-0371-4bba-be2f-ecb5065e4249//dev/tal e.V..jpg,Wuppertal,"Land of Berg, North Rhine-Westphalia","42105",51.266590000000001,7.144999999999980,Federal Republic of Germany,"80594017","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
HackerGarage,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/58/32/72b2b7db-04ee-4c03-9f10-0d7cfd434f2e/HackerGarage.jpg,Guadalajara,Jalisco,"44150",20.671574900000000,-103.372140900000005,United Mexican States,"124574795","2017","2016",4. Emerging region: MIKT,3. Upper middle income,North America,Americas,Central America,
Basque fab Lab ( power by Denokinn),,Santurtzi ( Antes Bermeo),Basque Country,"48370",43.320056299999997,-3.045629200000010,Kingdom of Spain,"48958159","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Super FabLab UAE,,Dubai,Dubai,,25.217658400000001,55.267083000000000,United Arab Emirates,"6072475","2017","2016",6. Developing region,2. High income: nonOECD,Asia,Asia,Western Asia,
EspaceLab,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/46/05/bd922f82-8bb5-4539-a091-90b6b343c99a/EspaceLab.jpg,Qu�bec,QC,G1X 3Z6,46.770412600000000,-71.293976799999996,Canada,"35623680","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Marin Country Day School - Makers' Lab,,Corte Madera,California,"94925",37.919803600000002,-122.491365500000001,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Mid Atlantic regional maintenance center,,Norfolk,Virginia,,36.850768899999998,-76.285872600000005,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Open Works,,Baltimore,Maryland,,39.290384799999998,-76.612189299999997,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
FabLab RUC,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/58/40/15844a60-c3fb-4557-8bad-0379b9688934/FabLab RUC.jpg,Roskilde,,"4000",55.653209199999999,12.138572900000000,Kingdom of Denmark,"5605948","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Northern Europe,./0.png
Fab Lab Leon,http://fablabs.io.s3.amazonaws.com/2021/01/21/20/38/24/7bdeb330-c5b4-48c4-8c48-92868f82c956/fablabsio_leon_b_small (1).png,"San Andr�s del Rabanedo,Le�n",Castile and Le�n,"24191",42.611043100000003,-5.597821000000000,Kingdom of Spain,"48958159","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Smart Open Lab,http://fablabs.io.s3.amazonaws.com/2019/11/10/12/36/31/d3c1e09f-95e5-4fc8-930b-84a7b970bee4/DohEtI0XUAEzwsS.jpg,C�ceres,C�ceres,"10003",39.478698000000001,-6.341574900000000,Kingdom of Spain,"48958159","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Artisan's Asylum,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/58/43/e443b3d4-dc5b-4001-aadb-d11be70263aa/Artisan's Asylum.jpg,Somerville,MA,"02143",42.381510700835499,-71.104701746557595,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Fab Lab Dubai,,Dubai,,,25.204849299999999,55.270782799999999,United Arab Emirates,"6072475","2017","2016",6. Developing region,2. High income: nonOECD,Asia,Asia,Western Asia,
Foundation for Future Production Engineering,,Alexandria,,,31.219803700000000,29.931657600000001,Arab Republic of Egypt,"97041072","2017","2016",5. Emerging region: G20,4. Lower middle income,Africa,Africa,Northern Africa,
CampusFab Universit� Toulouse 3 - Toulouse - Midi-Pyr�n�es - France,http://fablabs.io.s3.amazonaws.com/2017/03/16/15/04/55/8be2bd91-2093-4646-a7b3-7ebcc6838d70/Exterieur.jpg,toulouse,,"31062",43.561822601923907,1.467372479901090,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
MOD&LAB,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/46/09/89ab3e73-20e4-4edd-ac20-f58cbdb09e19/MOD&LAB.jpg,Draguignan,,"83300",43.534405100000001,6.464996400000020,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FabLab Odemis,,Izmir,,"35750",38.219598900000001,27.969242500000099,Republic of Turkey,"80845215","2017","2016",4. Emerging region: MIKT,3. Upper middle income,Asia,Asia,Western Asia,
Fab Lab Sevilla / Escuela Tecnica Superior de Arquitectura Universidad de Sevilla,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/47/14/956b4459-d468-41c8-a176-dd917775c075/Fab Lab Sevilla / Escuela Tecnica Superior de Arquitectura Universidad de Sevilla.jpg,Sevilla,Sevilla,"41012",37.362273999999999,-5.986679600000000,Kingdom of Spain,"48958159","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Fab Lab Belgrade,,Beograd,,"11000",44.806056411158401,20.475771100219699,Republic of Serbia,"7111024","2017","2016",6. Developing region,3. Upper middle income,Europe,Europe,Southern Europe,./0.png
FabLab Vicenza,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/58/46/a2f4ef16-e509-4d5e-9622-4cb6ab9fcf1b/FabLab Vicenza.jpg,Creazzo,vicenza,"36051",45.529518555824097,11.499150001049800,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
FAB LAB UE,http://fablabs.io.s3.amazonaws.com/2019/02/21/15/02/41/a065161a-56bb-4cd2-95fd-c68e2b798c93/portada-02.jpg,Villaviciosa de Od�n,Madrid,"28670",40.372459100000000,-3.920786000000000,Kingdom of Spain,"48958159","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
MakerLabs,http://fablabs.io.s3.amazonaws.com/2017/10/12/01/21/07/80eb4f41-8901-4bba-ae4e-7f24a721a318/fablab.jpg,Vancouver,BC,V6A1M3,49.281916400000000,-123.087659900000006,Canada,"35623680","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
FabLAB Arts et M�tiers Liancourt,,Liancourt,oise,,49.329571999999999,2.468128200000020,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
PRONTO3D,http://fablabs.io.s3.amazonaws.com/2017/04/28/18/35/19/75b51d48-9d8f-4c55-840a-8f6a7fa889ea/20160701_180157_R. do Centro Esportivo.jpg,Florian�polis,Santa Catarina,,-27.601874299999999,-48.520176399999997,Federative Republic of Brazil,"207353391","2017","2016",3. Emerging region: BRIC,3. Upper middle income,South America,Americas,South America,
Fablab Shenzhen - Shenzhen Open Innovation Lab,,Shenzhen,Guangdong,"518045",22.509809426022599,114.054823167983997,People's Republic of China,"1379302771","2017","2016",3. Emerging region: BRIC,3. Upper middle income,Asia,Asia,Eastern Asia,
FABLAB ILIAUNI,http://fablabs.io.s3.amazonaws.com/2019/10/02/08/53/19/6bd276ed-05a4-4ce5-a431-2d1c2790ee28/Untitled-3332-01.png,Tbilisi,Georgia,,41.712929299999999,44.748508500000099,Georgia,"4926330","2017","2016",6. Developing region,4. Lower middle income,Asia,Asia,Western Asia,
The FabLab: Make in Milano,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/59/05/e9d23efa-742a-45d0-a308-dad3bcf31c14/The FabLab: Make in Milano .jpg,Milano,,"20123",45.461760400000003,9.182440300000049,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Central University of Technology,,Bloemfontein,Free State,"9301",-29.118348999999998,26.224920000000001,Republic of South Africa,"54841552","2017","2016",5. Emerging region: G20,3. Upper middle income,Africa,Africa,Southern Africa,
Miami Valley Career Technology Center Fab Lab,,Clayton,ohio,"45315",39.845775900000000,-84.328902799999994,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Fablab Coh@bit IUT Bordeaux,,Gradignan,,"33170",44.790830094535103,-0.611331155017069,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Rutech,,Rodez,Midi-Pyr�n�es,"12000",44.353231899999997,2.578284299999950,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Fablab Chengdu,,Chengdu,Sichuan,"610031",30.713980299999999,104.011452000000006,People's Republic of China,"1379302771","2017","2016",3. Emerging region: BRIC,3. Upper middle income,Asia,Asia,Eastern Asia,
Fab Lab Bergamo,,Bergamo,BG,"24125",45.687252700000002,9.674208699999999,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
GarageLab D�sseldorf,http://fablabs.io.s3.amazonaws.com/2019/12/19/05/23/29/2af7a40f-b65e-45e6-bac4-f241308215f1/garagelab_banner.png,D�sseldorf,NRW,"40476",51.250872299999997,6.789655700000000,Federal Republic of Germany,"80594017","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Le 17 bis,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/59/10/ff40945b-8e40-4201-8e0f-68e2071678f9/Le 17 bis.jpg,Paris,Ile de France,"75015",48.844216899999999,2.312142300000000,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
La KazLab,http://fablabs.io.s3.amazonaws.com/2019/11/18/12/07/05/72f9f807-d3ed-46ab-b9a7-bddc864161d8/kazlab-couleur-light.jpg,Saint-Laurent-du-Maroni,,"97320",5.503055137214930,-54.031803411144999,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
"FABLAB ""L"" in Poland, Lubelskie",http://fablabs.io.s3.amazonaws.com/2020/03/19/10/27/13/e58769e3-d1d2-43f1-8c65-940dee3d9832/fablab_v2_long3d.png,Pu?awy,Poland,24-110,51.446483200000003,21.974966599999998,Republic of Poland,"38476269","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Eastern Europe,./0.png
Cape Craft and Design Institute,,Cape Town,Western Cape,"8000",-33.924868500000002,18.424055299999999,Republic of South Africa,"54841552","2017","2016",5. Emerging region: G20,3. Upper middle income,Africa,Africa,Southern Africa,
FabLab ?�d?,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/59/11/194c27c2-5ae7-42c6-b8ec-240e7d6c40d9/FabLab ?�d?.jpg,?�d?,?�d?,92-318,51.762440499999997,19.501899500000000,Republic of Poland,"38476269","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Eastern Europe,./0.png
FabLab IPB,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/59/13/049071b7-b3ed-491e-9db0-62dba99f8e24/FabLab IPB.jpg,Bragan�a,Braganca,5300-253 Bragan�a,41.795974200000003,-6.767561500000060,Portuguese Republic,"10839514","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Fab Lab Amman,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/59/15/c5b3a1b0-4b2b-4172-9fa3-4c1628bbf2c6/Fab Lab Amman.jpg,Amman,Dabouq,"11191",31.969062099999999,35.835889899999998,Hashemite Kingdom of Jordan,"10248069","2017","2016",6. Developing region,3. Upper middle income,Asia,Asia,Western Asia,
WYTW�RNIA,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/59/17/994cdf65-1f0f-45a6-8298-fe7ec8f562c0/WYTW�RNIA.jpg,Krak�w,,30-710,50.048307261028803,19.960677386369301,Republic of Poland,"38476269","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Eastern Europe,./0.png
Space Coast FabLab,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/59/19/7ee2cedf-e158-46ff-b1f2-77550cac3aca/Space Coast FabLab.jpg,Melbourne,Florida,"32901",28.056614600000000,-80.622886800000003,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
POALAB,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/59/21/4c5261aa-a623-4e23-9253-a70cdb022ccd/POALAB.jpg,Porto Alegre,Select,90030-040,-30.026147099999999,-51.221238700000001,Federative Republic of Brazil,"207353391","2017","2016",3. Emerging region: BRIC,3. Upper middle income,South America,Americas,South America,
QCC Fab Lab,,Worcester,MA,"01606",42.314627700000003,-71.793881900000002,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
ARC Hub PNH,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/59/23/c245be9f-f5ce-4d1f-a49f-566a0c97a721/ARC Hub PNH.jpg,Phnom Penh,Phnom Penh,"12200",11.572378499999999,104.928762199999994,Kingdom of Cambodia,"16204486","2017","2016",7. Least developed region,5. Low income,Asia,Asia,South-Eastern Asia,
Kimberly FabLab,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/47/18/e985095b-9997-4f6f-a2b2-334680795a15/Kimberly FabLab.jpg,Kimberley,Northern Cape,"8301",-28.729289999999999,24.754040000000000,Republic of South Africa,"54841552","2017","2016",5. Emerging region: G20,3. Upper middle income,Africa,Africa,Southern Africa,
FabLab+,http://fablabs.io.s3.amazonaws.com/2017/09/26/08/26/52/984e45d0-dba4-49c1-b16c-0982f570dc92/FabLab_sigridspinnox-13-resized2.jpg,Antwerpen,Antwerpen,"2000",51.218964600000000,4.408352799999990,Kingdom of Belgium,"11491346","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
