name,header_url,city,county,postal_cod,latitude,longitude,FORMAL_EN,POP_EST,POP_YEAR,GDP_YEAR,ECONOMY,INCOME_GRP,CONTINENT,REGION_UN,SUBREGION,icon_url
Fab Lab Cardiff,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/47/58/dbe25c2d-2c0b-4809-a102-f5ad05fed1af/Fab Lab Cardiff.jpg,Cardiff,,CF5 2YB,51.494820699999998,-3.212362200000030,United Kingdom of Great Britain and Northern Ireland,"64769452","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Northern Europe,./0.png
FabLab Halmstad,http://fablabs.io.s3.amazonaws.com/2017/03/03/12/42/58/08d70baa-5a56-4dd0-bf1e-6bc715351ca8/Picture1.jpg,,Halland,302 50,56.662461600000000,12.881433400000001,Kingdom of Sweden,"9960487","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Northern Europe,./0.png
Laboratorio de Artesan�a Digital,http://fablabs.io.s3.amazonaws.com/2019/02/14/12/23/56/4393cdbe-7ed6-4747-bfc2-b4188f4b6caf/Portada io.jpg,San Pedro del Pinatar,Murcia,"30740",37.838226900000002,-0.793731799999932,Kingdom of Spain,"48958159","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Mountain Lab,,Quito,,"170501",-0.167988000000000,-78.479925899999998,Republic of Ecuador,"16290913","2017","2016",6. Developing region,3. Upper middle income,South America,Americas,South America,
RunFabLab,http://fablabs.io.s3.amazonaws.com/2017/03/07/11/31/39/13d8b8bf-f537-4215-89b4-4e1fb8a30ff0/Plasturgie.jpg,Sainte Clotilde,FRANCE,"97490",-20.904015800000000,55.499340900000000,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Laney College FabLab,,Oakland,ca,"94607",37.796865599999997,-122.263147799999999,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Agency of innovation,,???????,?????????? ???????,"153000",57.005063999999997,40.976654000000103,Russian Federation,"142257519","2017","2016",3. Emerging region: BRIC,3. Upper middle income,Europe,Europe,Eastern Europe,./0.png
La Fabritech,http://fablabs.io.s3.amazonaws.com/2017/03/20/14/35/22/a0ef058f-b67a-46e2-9254-35d366c8ecba/RVB- LA FABRITECH- blanc avec cartouche bleu.jpg,Le Cheylard,,"07160",44.906084700000001,4.423211500000000,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Fab Lab UPR,http://fablabs.io.s3.amazonaws.com/2019/09/16/16/34/48/53b9c1ec-15e8-405c-b6aa-2fb651622f98/Linkedin Cover.jpg,San Juan,,"00931",18.403310200000000,-66.046760000000006,Commonwealth of Puerto Rico,"3351827","2017","2016",6. Developing region,2. High income: nonOECD,North America,Americas,Caribbean,
ZS6COG Fablab,http://fablabs.io.s3.amazonaws.com/2017/06/30/09/03/36/0b67ada1-3efe-4556-90e1-674724b269e2/ZS6COG.jpg,Heidelberg,Gauteng,"1438",-26.419879099999999,28.348483100000099,Republic of South Africa,"54841552","2017","2016",5. Emerging region: G20,3. Upper middle income,Africa,Africa,Southern Africa,
Fab Lab Chungju,,???,Chungju-si/Chungbuk/South Korea,"27469",36.968765699999999,127.871747099999993,Republic of Korea,"51181299","2017","2016",4. Emerging region: MIKT,1. High income: OECD,Asia,Asia,Eastern Asia,
FabLab Bern,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/48/00/1f25e4ae-8f34-4d4f-a93f-3e7cb8ae632f/FabLab Bern.jpg,Berne,Canton of Bern,"3007",46.940378299999999,7.432664296295120,Swiss Confederation,"8236303","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FabLab Pavone Torino,http://fablabs.io.s3.amazonaws.com/2017/05/26/09/40/49/250948b8-4123-4c86-82c6-d4689ca507b6/stampanti3d_fablabpavone.jpg,Torino,,"10122",45.074929200000000,7.681167599999980,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
FabLab Western Sicily,http://fablabs.io.s3.amazonaws.com/2017/03/20/14/24/14/5f28eaf1-46ed-49f7-b84a-68e287717cdc/fablab foto.jpg,Marsala,Trapani,"91025",37.799889999999998,12.431660000000001,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
FabLab Xtrene old,http://fablabs.io.s3.amazonaws.com/2017/03/21/22/24/29/8b46229a-85ad-4bf4-aabf-b3938c07ecea/xtrene.jpg,Almendralejo,Badajoz,"06200",38.679276299999998,-6.419283100000000,Kingdom of Spain,"48958159","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Fab Lab ESNE,http://fablabs.io.s3.amazonaws.com/2017/06/22/08/13/05/d9ebecd5-9706-452c-ae17-0b013aad3a88/Fablab-esne.jpg,Madrid,,"28016",40.457056999999999,-3.667512999999990,Kingdom of Spain,"48958159","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Maker At�lye,http://fablabs.io.s3.amazonaws.com/2017/04/06/22/55/07/783b7a39-4299-4414-80d5-5f3991b5e9c9/at�lye.jpg,Istanbul,Levent,"34330",41.084975000000000,29.006907000000002,Republic of Turkey,"80845215","2017","2016",4. Emerging region: MIKT,3. Upper middle income,Asia,Asia,Western Asia,
FABLAB Liberec,,Liberec,,460 07,50.766700999999998,15.054088399999999,Czech Republic,"10674723","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Eastern Europe,./0.png
Northwest Arkansas Fab Lab (NWA Fab Lab),,Fayetteville,Arkansas,"72701",36.061625300000003,-94.160354799999993,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Green Fab Lab,,Barcelona,Catalonia,"08031",41.446881900000001,2.130427000000050,Kingdom of Spain,"48958159","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Lena Park Fab Lab,http://fablabs.io.s3.amazonaws.com/2017/03/29/17/56/16/b03d385e-c872-4949-8e73-8590c08977c1/IMG_0401.jpg,Boston,MA,"02124",42.294903400000003,-71.092210399999999,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Protohaus,http://fablabs.io.s3.amazonaws.com/2020/10/19/12/49/37/744aecf5-ccc1-46b4-b439-e587d318ac4c/Screenshot from 2020-10-19 14-47-48.png,Braunschweig,Deutschland,"38106",52.276457100000002,10.531208899999999,Federal Republic of Germany,"80594017","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FabLabTacoma,http://fablabs.io.s3.amazonaws.com/2017/04/02/22/49/56/f4c2b263-ebe0-4d01-b313-78bbf7fb027c/fablab_shop.png,Tacoma,WA,"98402",47.243437399999998,-122.439709199999996,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
FabLab UFCG Brazil,http://fablabs.io.s3.amazonaws.com/2017/08/15/11/48/33/50bf9347-d0a7-4fc9-9c8b-154ab4941af5/IMG_2247.JPG,Campina Grande,Paraiba,"58429900",-7.215425500000000,-35.910408699999998,Federative Republic of Brazil,"207353391","2017","2016",3. Emerging region: BRIC,3. Upper middle income,South America,Americas,South America,
Fab Lab Juarez,http://fablabs.io.s3.amazonaws.com/2020/06/08/21/21/30/b01a0ee0-9298-4ae2-8627-a4734dd83a4f/Portada FabFoundation COVID.jpg,Ciudad Ju�rez,Chihuahua,"32317",31.745403000000000,-106.448629999999994,United Mexican States,"124574795","2017","2016",4. Emerging region: MIKT,3. Upper middle income,North America,Americas,Central America,
FabLab Krak�w,http://fablabs.io.s3.amazonaws.com/2017/10/22/12/36/46/e763b26b-ccc8-4e92-bcc3-2c41f2f21aa3/IMG_4664.jpg,Krak�w,,,50.063828600000001,19.925464000000002,Republic of Poland,"38476269","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Eastern Europe,./0.png
MAKE Aberdeen,http://fablabs.io.s3.amazonaws.com/2017/10/05/09/50/28/3cfdf616-841e-47e6-8d67-a0b55068f7ed/makeaberdeen.jpg,Aberdeen,,AB10 1JR,57.146593600000003,-2.101506999999970,United Kingdom of Great Britain and Northern Ireland,"64769452","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Northern Europe,./0.png
FabLab C�rdoba,http://fablabs.io.s3.amazonaws.com/2017/04/04/20/19/32/030c33b1-6800-4425-85ac-583c4f469469/HeaderFabLab.jpg,C�rdoba,C�rdoba,X5000JHB,-31.421942600000001,-64.187833800000007,Argentine Republic,"44293293","2017","2016",5. Emerging region: G20,3. Upper middle income,South America,Americas,South America,
Fab Lab Barcelona,http://fablabs.io.s3.amazonaws.com/2019/03/27/10/31/41/25be6da6-5c02-422f-9764-1eba151d2edc/mm.jpg,Barcelona,Catalonia,"08005",41.396659300000003,2.194428700000000,Kingdom of Spain,"48958159","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
UnternehmerTUM MakerSpace GmbH,http://fablabs.io.s3.amazonaws.com/2017/04/07/08/57/52/a91a9e00-30b2-4c49-a7df-9102c7ae0dd7/Werkzeugwand2.jpg,Garching bei M�nchen,Bavaria,"85748",48.268639700000001,11.665129500000001,Federal Republic of Germany,"80594017","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FabLab Salamanca,,Salamanca,Salamanca,"37007",40.970456200000001,-5.666016000000010,Kingdom of Spain,"48958159","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Dustin Lab,http://fablabs.io.s3.amazonaws.com/2017/04/19/15/24/06/60832c5e-72b2-4d77-8315-ae8334e2d847/header_DUSTINLAB.jpg,H� N?i,Vi?t Nam,"100000",21.007739399999998,105.849827500000004,Socialist Republic of Vietnam,"96160163","2017","2016",5. Emerging region: G20,4. Lower middle income,Asia,Asia,South-Eastern Asia,
FabIDI,http://fablabs.io.s3.amazonaws.com/2017/04/20/13/30/36/2a365e77-70b4-4fe5-b0b3-60b1f8176c4b/IMG_3574.JPG,Macul,Regi�n Metropolitana,"7820436",-33.500052085576897,-70.611895592065395,Republic of Chile,"17789267","2017","2016",5. Emerging region: G20,3. Upper middle income,South America,Americas,South America,
Fablab Santiago de Compostela,http://fablabs.io.s3.amazonaws.com/2020/06/11/12/37/38/716f3ffc-645e-4b61-aca0-094c8eb618b0/fabSpaceLogoColor4.png,Santiago de Compostela,Coru�a,"15703",42.885469999999998,-8.517899900000000,Kingdom of Spain,"48958159","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
FABHAUS UC,http://fablabs.io.s3.amazonaws.com/2017/05/02/19/51/07/e9ad5f97-b080-4b14-b71f-d56f7bff41f1/LABORATORIO-9932.jpg,Providencia,Region Metropolitana,"7520245",-33.419949199999998,-70.617718900000000,Republic of Chile,"17789267","2017","2016",5. Emerging region: G20,3. Upper middle income,South America,Americas,South America,
Fablab Amsterdam,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/48/03/1441f25a-3a79-47fb-a2cb-76c6b0bc2ad6/Fablab Amsterdam.jpg,Amsterdam,North Holland,1012 CR,52.372773000000002,4.900313000000000,Kingdom of the Netherlands,"17084719","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
UNAM FABLAB,http://fablabs.io.s3.amazonaws.com/2017/06/08/23/44/30/b0e51aa7-2408-44d9-b67c-b7856b087229/Fablabcaratula.jpg,Ciudad de M�xico,Ciudad de M�xico,"04510",19.308846400000000,-99.185683699999998,United Mexican States,"124574795","2017","2016",4. Emerging region: MIKT,3. Upper middle income,North America,Americas,Central America,
Nexus International School (Singapore) Makerspace and Fab Lab,http://fablabs.io.s3.amazonaws.com/2017/04/28/05/32/41/dd79a46e-e244-462e-8f5e-a20291ba4db1/IMG_0790.JPG,Singapore,SINGAPORE,"596468",1.319258000000000,103.775738000000004,Republic of Singapore,"5888926","2017","2016",6. Developing region,2. High income: nonOECD,Asia,Asia,South-Eastern Asia,
Fablab Permian Basin,,Odessa,Texas,"79764",31.865535114976801,-102.383898703705015,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Oceanonaranja FabLab,http://fablabs.io.s3.amazonaws.com/2019/10/18/17/48/28/b28b0189-53dc-44f2-a75d-1bb101ef8e73/slider_foot-100x0.jpg,Alboraia,valencia,"46120",39.499120099999999,-0.336469599999987,Kingdom of Spain,"48958159","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Manazuru Tech Lab,http://fablabs.io.s3.amazonaws.com/2017/05/02/07/10/31/78f851db-4ede-4078-9e92-6877e5d9627c/IMG_3092.JPG,Manazuru-machi,Kanagawa,259-0201,35.153579600000000,139.141330100000005,Japan,"126451398","2017","2016",1. Developed region: G7,1. High income: OECD,Asia,Asia,Eastern Asia,
Fablab Vietnam,,Hanoi,,"10000",21.004630400000000,105.847227200000006,Socialist Republic of Vietnam,"96160163","2017","2016",5. Emerging region: G20,4. Lower middle income,Asia,Asia,South-Eastern Asia,
AT�LYE,http://fablabs.io.s3.amazonaws.com/2017/05/17/08/00/51/78d47196-871b-46ab-a216-179a2284fc2d/Atolye-Yercekim-3W3A8608 (1).jpg,istanbul,,"12345",41.058841899999997,28.980281699999999,Republic of Turkey,"80845215","2017","2016",4. Emerging region: MIKT,3. Upper middle income,Asia,Asia,Western Asia,
Sirius Lab,http://fablabs.io.s3.amazonaws.com/2017/05/05/10/27/33/b0d77560-f579-40be-b816-aeb298650967/1477962668.jpg,Sochi,Krasnodarskiy kray,"354349",43.414027400000002,39.948022500000000,Russian Federation,"142257519","2017","2016",3. Emerging region: BRIC,3. Upper middle income,Europe,Europe,Eastern Europe,./0.png
Steyr-Werke Makerspace,http://fablabs.io.s3.amazonaws.com/2018/10/21/06/17/33/d4d39d0c-3c0a-4df7-9531-368df8eccdb1/PF_Am Tag vor der Er�ffnung � Christof Zachl.jpg,Steyr,,"4400",48.042765699999997,14.416456299999901,Republic of Austria,"8754413","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
AS220 Labs,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/48/05/3323e265-9d9b-41ea-b4c7-8dbf71174256/AS220 Labs.jpg,Providence,Rhode Island,"02903",41.822977999999999,-71.415198000000004,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Fablabreno,,Pieve di Cento,"Emilia Romagna, Bologna","40066",44.706035399999998,11.315404800000000,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Cantiere analogico digitale,,Roma,roma,"00159",41.904922100000000,12.536097000000000,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
K-Lab Yangon,http://fablabs.io.s3.amazonaws.com/2020/01/16/15/12/39/4a1faf2e-f3a9-46eb-b6a4-f85c09d12ebd/KakaoTalk_20200116_235354694.jpg,Yangon,Yangon,,16.855578900000001,96.135010500000007,Republic of the Union of Myanmar,"55123814","2017","2016",7. Least developed region,5. Low income,Asia,Asia,South-Eastern Asia,
ZeeCamp ????,http://fablabs.io.s3.amazonaws.com/2017/06/28/04/31/43/f516dd1d-09de-466a-887b-70a945efcdb8/ZeeCamp??.jpg,??,,"201906",31.344750999999999,121.434762000000006,People's Republic of China,"1379302771","2017","2016",3. Emerging region: BRIC,3. Upper middle income,Asia,Asia,Eastern Asia,
JunksionXlabs,http://fablabs.io.s3.amazonaws.com/2017/06/20/15/15/34/16acb17f-7712-45b4-922c-440ce4f67c34/fisrtpost.png,Kingston,kingston,,18.009272408895601,-76.745635877770994,Jamaica,"2990561","2017","2016",6. Developing region,3. Upper middle income,North America,Americas,Caribbean,
Le B�ta-Lab,,Melle,,"79500",46.221059900000000,-0.145670399999972,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FabLab SENA Neiva,http://fablabs.io.s3.amazonaws.com/2018/02/25/00/53/25/f0b24fe1-876d-4c06-8dc6-5ea043e646d1/P_20180210_160048_vHDR_Auto.jpg,Neiva,Huila,"410010",2.962484600000000,-75.283244400000001,Republic of Colombia,"47698524","2017","2016",6. Developing region,3. Upper middle income,South America,Americas,South America,
SAL-LAB,http://fablabs.io.s3.amazonaws.com/2017/05/15/00/52/51/d0a662a8-fe2c-48a8-b5e0-0c40afb95a4d/IMG_20170329_074411.jpg,Santiago de Quer�taro,queretaro,"76090",20.574017600000001,-100.369688199999999,United Mexican States,"124574795","2017","2016",4. Emerging region: MIKT,3. Upper middle income,North America,Americas,Central America,
Fab Lab UN Medell�n,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/48/06/0eff4754-c355-42e2-9d29-cd92e5a970c6/Fab Lab UN Medell�n.jpg,Medellin,Antioquia,,6.263766500000000,-75.578635500000004,Republic of Colombia,"47698524","2017","2016",6. Developing region,3. Upper middle income,South America,Americas,South America,
UTRGV FABLAB,http://fablabs.io.s3.amazonaws.com/2017/05/15/21/37/03/3e27c621-d7f8-435d-8e36-e6f3ef03264f/16665541_1210084325726999_6567138776165461951_o.jpg,Edinburg,Texas,"78539",26.278818000000001,-98.167579000000003,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Fab Lab UCAL,http://fablabs.io.s3.amazonaws.com/2020/06/15/17/28/54/391a84be-aedc-49ad-bff6-4fdfb9f2dcd3/blanco-final2.jpg,Lima,Lima,Lima 12,-12.086161100000000,-76.912407500000000,Republic of Peru,"31036656","2017","2016",5. Emerging region: G20,3. Upper middle income,South America,Americas,South America,
Fab Lab K� Tr�re,http://fablabs.io.s3.amazonaws.com/2017/07/05/19/24/11/010812b3-ac7d-409d-a703-1c0ea2dd20a3/Equipo.jpg,"Mercedes, Montes de Oca",San Jose,"11501",9.940390000000001,-84.047612999999998,Republic of Costa Rica,"4930258","2017","2016",5. Emerging region: G20,3. Upper middle income,North America,Americas,Central America,
"VRKKMO, Yli-Ii",,Oulu,,"91200",65.367553000000001,25.820053099999999,Republic of Finland,"5491218","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Northern Europe,./0.png
Rockmaker,http://fablabs.io.s3.amazonaws.com/2017/05/18/15/23/32/059805a0-7fb5-4b73-a358-6041b58954b7/rockmaker.png,Suzhou,Jiangsu,"215131",31.463992800000000,120.617692599999998,People's Republic of China,"1379302771","2017","2016",3. Emerging region: BRIC,3. Upper middle income,Asia,Asia,Eastern Asia,
Fablab Bachkhoa,,Hanoi,,"10000",21.003881799999998,105.847606999999996,Socialist Republic of Vietnam,"96160163","2017","2016",5. Emerging region: G20,4. Lower middle income,Asia,Asia,South-Eastern Asia,
PolyFab Normand Brais,http://fablabs.io.s3.amazonaws.com/2017/05/24/15/36/37/9441c297-c139-44d6-ba84-2c48e3fde433/RIE-10.jpg,Montreal,,H3T 1J4,45.504741199999998,-73.614750599999994,Canada,"35623680","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
FabCube,,,,,45.989992000000001,12.297197000000001,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
FAB LAB BUENOS AIRES,http://fablabs.io.s3.amazonaws.com/2017/01/28/13/48/08/1386c40f-238d-4af2-8b41-590a5289fcd5/FAB LAB BUENOS AIRES.jpg,Buenos Aires,Autonomous City of Buenos Aires,"1425",-34.586202999999998,-58.404097000000000,Argentine Republic,"44293293","2017","2016",5. Emerging region: G20,3. Upper middle income,South America,Americas,South America,
Rincon Fab Lab Maker,,Rincon,,"00602",18.338114500000000,-67.251205700000000,Commonwealth of Puerto Rico,"3351827","2017","2016",6. Developing region,2. High income: nonOECD,North America,Americas,Caribbean,
